# tracker_enabled,true
# target_guids,23658da8-233b-4b62-9d1d-336fb653ecb5
# sample_rate_hz,10
# sample_interval_seconds,0.100000001
# machine_integrity_source,Sum(Modding.Blocks.Block.Health) / Sum(Modding.Blocks.Block.MaxHealth) over PlayerMachine.SimulationBlocks
# machine_health_sum_source,Sum(Modding.Blocks.Block.Health) over PlayerMachine.SimulationBlocks
# input_keys_held_source,UnityEngine.Input.GetKey over keyboard KeyCode values at sample time
# input_keys_down_source,UnityEngine.Input.GetKeyDown over keyboard KeyCode values since previous sample
# input_keys_up_source,UnityEngine.Input.GetKeyUp over keyboard KeyCode values since previous sample
# output_basename,Minimal Orbital Thrustcraft_260909_230621
sample_index,target_index,target_guid,target_name,elapsed_seconds,unity_time_seconds,input_keys_held,input_keys_down,input_keys_up,machine_integrity,machine_block_health_sum,machine_block_max_health_sum,machine_block_count,machine_cluster_count,target_block_health,target_block_max_health,x,y,z,rot_w,rot_x,rot_y,rot_z
312,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,31.2021484,5598.20996,F,F,,1,0,0,5,1,0,0,1.06704724,-807.56311,-896.32605,0.656178176,0.754593849,0.00166677055,0.0039524883
313,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,31.3022461,5598.31006,,,F,1,0,0,5,1,0,0,1.20186234,-843.392822,-888.57782,0.709932566,0.704256177,0.0014261863,0.004127705
314,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,31.4018555,5598.40967,,,,1,0,0,5,1,0,0,1.33273864,-879.103516,-879.797729,0.709841013,0.704347968,0.00152694504,0.00417369185
315,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,31.5019531,5598.50977,,,,1,0,0,5,1,0,0,1.45964503,-914.684998,-869.993347,0.709854186,0.704334199,0.00156183774,0.00423546974
316,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,31.6020508,5598.60986,,,,1,0,0,5,1,0,0,1.58257723,-950.135437,-859.168579,0.709838986,0.704348922,0.00160725543,0.00432109227
317,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,31.7021484,5598.70996,,,,1,0,0,5,1,0,0,1.70148921,-985.453186,-847.327332,0.709850311,0.704337001,0.00169096468,0.00436787633
318,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,31.8022461,5598.81006,,,,1,0,0,5,1,0,0,1.81641352,-1020.63721,-834.473755,0.709827244,0.70435977,0.00175210484,0.00443762913
319,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,31.9018555,5598.90967,,,,1,0,0,5,1,0,0,1.92739582,-1055.68677,-820.612488,0.709904552,0.70428139,0.0018351241,0.00446161907
320,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,32.0019531,5599.00977,,,,1,0,0,5,1,0,0,2.03447151,-1090.60181,-805.74707,0.709926307,0.704258978,0.00194076472,0.00449084956
321,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,32.1020508,5599.10986,,,,1,0,0,5,1,0,0,2.13776827,-1125.38196,-789.883057,0.709945977,0.704239368,0.00223114528,0.00432570605
322,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,32.2021484,5599.20996,F,F,,1,0,0,5,1,0,0,2.23784971,-1160.02832,-773.031067,0.717404485,0.696639776,0.00227025687,0.00433794362
323,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,32.3022461,5599.31006,,,F,1,0,0,5,1,0,0,2.33497381,-1194.50159,-755.341309,0.785623133,0.61868608,0.00193835015,0.00449429918
324,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,32.4018555,5599.40967,,,,1,0,0,5,1,0,0,2.42759633,-1228.65002,-736.704895,0.787669301,0.616079092,0.00199695327,0.00444408739
325,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,32.5019531,5599.50977,,,,1,0,0,5,1,0,0,2.51556921,-1262.44873,-717.109375,0.787719071,0.61601454,0.0019915849,0.0045524356
326,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,32.6020508,5599.60986,F,F,,1,0,0,5,1,0,0,2.59905267,-1295.90833,-696.594971,0.813966215,0.580891192,0.00189300394,0.004580318
327,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,32.7021484,5599.70996,,,F,1,0,0,5,1,0,0,2.67796278,-1328.98218,-675.317383,0.863407195,0.504482448,0.00152127456,0.0048248861
328,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,32.8022461,5599.81006,F,F,,1,0,0,5,1,0,0,2.75030279,-1361.48889,-653.17749,0.863711119,0.503961682,0.00157614646,0.00482184626
329,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,32.9018555,5599.90967,,,F,1,0,0,5,1,0,0,2.8167429,-1393.46802,-630.307495,0.912486494,0.409076363,0.0011522955,0.00485776877
330,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,33.0019531,5600.00977,,,,1,0,0,5,1,0,0,2.87594867,-1424.76257,-606.727051,0.916874409,0.399145693,0.00121899089,0.00476229843
331,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,33.1020508,5600.10986,,,,1,0,0,5,1,0,0,2.9275887,-1455.31165,-582.423706,0.916879654,0.399133384,0.00128043653,0.0047639939
332,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,33.2021484,5600.20996,,,,1,0,0,5,1,0,0,2.97176957,-1485.12085,-557.399048,0.916880429,0.399131447,0.00131755206,0.00477227336
333,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,33.3022461,5600.31006,,,,1,0,0,5,1,0,0,3.00842428,-1514.19519,-531.652893,0.916885555,0.399117827,0.00141267211,0.00489314785
334,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,33.4018555,5600.40967,,,,1,0,0,5,1,0,0,3.03757048,-1542.53967,-505.185059,0.916897655,0.39909178,0.00151390233,0.00472311024
335,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,33.5019531,5600.50977,,,,1,0,0,5,1,0,0,3.05945349,-1570.15881,-477.994781,0.916911602,0.399059653,0.00159632682,0.0046990905
336,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,33.6020508,5600.60986,,,,1,0,0,5,1,0,0,3.07421613,-1597.0575,-450.081268,0.916923881,0.39903006,0.0016520113,0.00478370627
337,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,33.7021484,5600.70996,,,,1,0,0,5,1,0,0,3.08190131,-1623.24084,-421.443665,0.916892886,0.399102807,0.00180274423,0.00460132305
338,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,33.8022461,5600.81006,,,,1,0,0,5,1,0,0,3.08275867,-1648.71118,-392.082489,0.916886091,0.399118066,0.00191813661,0.0045915423
339,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,33.9018555,5600.90967,,,,1,0,0,5,1,0,0,3.07697129,-1673.46899,-362.000122,0.916909993,0.39906311,0.002034612,0.00453898776
340,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,34.0019531,5601.00977,,,,1,0,0,5,1,0,0,3.06474161,-1697.51514,-331.199249,0.916897357,0.399092138,0.00213317806,0.00448341202
341,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,34.1020508,5601.10986,,,,1,0,0,5,1,0,0,3.04624009,-1720.8501,-299.681946,0.916900933,0.399083257,0.00221407739,0.00452255504
342,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,34.2021484,5601.20996,F,F,,1,0,0,5,1,0,0,3.0215981,-1743.48462,-267.461365,0.924693704,0.380677313,0.00215520081,0.00465781102
343,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,34.3022461,5601.31006,,,F,1,0,0,5,1,0,0,2.99155331,-1765.51379,-234.712341,0.971207082,0.238180041,0.00153098896,0.00496812025
344,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,34.4018555,5601.40967,,,,1,0,0,5,1,0,0,2.95376253,-1786.71387,-201.524368,0.97595799,0.217896,0.00150950905,0.00501090754
345,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,34.5019531,5601.50977,,,,1,0,0,5,1,0,0,2.90729904,-1806.99146,-167.919067,0.975974679,0.217821553,0.00161564455,0.00496484805
346,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,34.6020508,5601.60986,,,,1,0,0,5,1,0,0,2.85227084,-1826.34949,-133.900604,0.975975811,0.217816636,0.00170411333,0.00492261536
347,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,34.7021484,5601.70996,,,,1,0,0,5,1,0,0,2.7887404,-1844.78918,-99.4708176,0.97598362,0.217778966,0.00179444079,0.00500833429
348,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,34.8022461,5601.81006,F,F,,1,0,0,5,1,0,0,2.7170043,-1862.34546,-64.6491623,0.984629691,0.174573317,0.00169206888,0.00507381931
349,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,34.9018555,5601.90967,,,F,1,0,0,5,1,0,0,2.63816619,-1879.14087,-29.5857658,0.998678505,0.0511306934,0.00117021916,0.00506852847
350,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,35.0019531,5602.00977,,,,1,0,0,5,1,0,0,2.55002165,-1894.95776,5.59282017,0.998876154,0.0471108109,0.00124073878,0.00505225686
351,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,35.1020508,5602.10986,,,,1,0,0,5,1,0,0,2.4525063,-1909.77441,40.8613014,0.998877287,0.0470902883,0.00133296917,0.00500010327
352,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,35.2021484,5602.20996,,,,1,0,0,5,1,0,0,2.34560037,-1923.59216,76.2181931,0.998880982,0.0470080301,0.00142677373,0.00501368381
353,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,35.3022461,5602.31006,,,,1,0,0,5,1,0,0,2.22940564,-1936.41211,111.66214,0.998881519,0.047011748,0.00152044999,0.00483896537
354,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,35.4018555,5602.40967,,,,1,0,0,5,1,0,0,2.10413218,-1948.2356,147.191956,0.998880506,0.0470263623,0.00161241321,0.00487141684
355,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,35.5019531,5602.50977,,,,1,0,0,5,1,0,0,1.96975017,-1959.06372,182.806519,0.998878956,0.0470523685,0.00170352333,0.0049082702
356,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,35.6020508,5602.60986,,,,1,0,0,5,1,0,0,1.82619846,-1968.89758,218.504791,0.998879492,0.0470336266,0.00180242816,0.00493539823
357,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,35.7021484,5602.70996,,,,1,0,0,5,1,0,0,1.67347383,-1977.73828,254.285858,0.998879611,0.0470276773,0.00189975067,0.00493690465
358,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,35.8022461,5602.81006,,,,1,0,0,5,1,0,0,1.51160491,-1985.58679,290.148834,0.998878956,0.04703613,0.0019983938,0.0049606231
359,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,35.9018555,5602.90967,F,F,,1,0,0,5,1,0,0,1.34082389,-1992.46948,326.089783,0.999860942,0.0157796685,0.00195272034,0.00504747592
360,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,36.0019531,5603.00977,,,F,1,0,0,5,1,0,0,1.16226482,-1998.53369,362.024475,0.996206224,-0.0868547261,0.0015345281,0.00520389108
361,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,36.1020508,5603.10986,,,,1,0,0,5,1,0,0,0.973788857,-2003.62634,397.800079,0.996074259,-0.0883504078,0.0016339299,0.00526734302
362,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,36.2021484,5603.20996,,,,1,0,0,5,1,0,0,0.775145411,-2007.74158,433.39682,0.996079981,-0.0882808194,0.00174744881,0.00530161755
363,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,36.3022461,5603.31006,F,F,,1,0,0,5,1,0,0,0.566271901,-2010.88782,468.81543,0.995076299,-0.0989540741,0.00179654791,0.00530061172
364,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,36.4018555,5603.40967,,,F,1,0,0,5,1,0,0,0.348316342,-2013.18579,504.035034,0.985402584,-0.170145541,0.0015320112,0.00547086308
365,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,36.5019531,5603.50977,,,,1,0,0,5,1,0,0,0.119759925,-2014.5531,538.933411,0.985342026,-0.170494214,0.00162465405,0.00550544634
366,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,36.6020508,5603.60986,,,,1,0,0,5,1,0,0,-0.119596362,-2014.98938,573.49884,0.985350728,-0.170441896,0.00175341242,0.00552253146
367,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,36.7021484,5603.70996,,,,1,0,0,5,1,0,0,-0.369843006,-2014.49365,607.730469,0.985340536,-0.170499906,0.00184032763,0.00551816868
368,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,36.8022461,5603.81006,,,,1,0,0,5,1,0,0,-0.630955458,-2013.06702,641.627808,0.985357106,-0.170403436,0.00192859874,0.00552073121
369,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,36.9018555,5603.90967,,,,1,0,0,5,1,0,0,-0.902868807,-2010.71033,675.190552,0.985377908,-0.170287371,0.00201873831,0.00535179488
370,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,37.0019531,5604.00977,,,,1,0,0,5,1,0,0,-1.18541074,-2007.42444,708.41864,0.98536402,-0.170365453,0.00213075685,0.00537525536
371,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,37.1020508,5604.10986,,,,1,0,0,5,1,0,0,-1.47860551,-2003.21008,741.311401,0.985353351,-0.17042695,0.00225107465,0.00533200288
372,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,37.2021484,5604.20996,F,F,,1,0,0,5,1,0,0,-1.78236592,-1998.07471,773.87085,0.983477354,-0.180940345,0.0022726336,0.00527612539
373,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,37.3022461,5604.31006,,,F,1,0,0,5,1,0,0,-2.09487009,-1992.1853,806.112854,0.955316603,-0.295529276,0.00174233364,0.00544869481
374,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,37.4018555,5604.40967,,,,1,0,0,5,1,0,0,-2.41772079,-1985.49841,837.836609,0.953337014,-0.301852763,0.00183628686,0.00549332984
375,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,37.5019531,5604.50977,,,,1,0,0,5,1,0,0,-2.75140333,-1978.00403,868.994751,0.953331053,-0.301869303,0.00199375325,0.00555961346
376,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,37.6020508,5604.60986,,,,1,0,0,5,1,0,0,-3.09607291,-1969.70325,899.587158,0.953319907,-0.301904708,0.00209474936,0.00551064685
377,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,37.7021484,5604.70996,,,,1,0,0,5,1,0,0,-3.45178175,-1960.59668,929.613525,0.953319371,-0.301903754,0.00219662022,0.00561593985
378,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,37.8022461,5604.81006,,,,1,0,0,5,1,0,0,-3.81864047,-1950.68506,959.073486,0.953291178,-0.301995873,0.00224840036,0.00541924872
379,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,37.9018555,5604.90967,,,,1,0,0,5,1,0,0,-4.196486,-1939.96912,987.966675,0.953278661,-0.302033782,0.00238927314,0.00546149723
380,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,38.0019531,5605.00977,F,F,,1,0,0,5,1,0,0,-4.58531475,-1928.44922,1016.29266,0.953265846,-0.302075475,0.002473203,0.005352573
381,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,38.1020508,5605.10986,,,F,1,0,0,5,1,0,0,-4.98359966,-1916.24512,1044.10901,0.91568625,-0.401850492,0.00198635971,0.00557027059
382,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,38.2021484,5605.20996,,,,1,0,0,5,1,0,0,-5.39229107,-1903.39307,1071.25757,0.911227942,-0.411862314,0.00193770987,0.0054215272
383,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,38.3022461,5605.31006,,,,1,0,0,5,1,0,0,-5.8118391,-1889.88733,1097.67139,0.911241651,-0.411832154,0.00201648241,0.00537323672
384,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,38.4018555,5605.40967,,,,1,0,0,5,1,0,0,-6.24217272,-1875.72998,1123.35156,0.911214113,-0.411890537,0.00221871678,0.0054948763
385,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,38.5019531,5605.50977,,,,1,0,0,5,1,0,0,-6.68348122,-1860.92188,1148.2981,0.911208987,-0.411902964,0.0022572116,0.0053940448
386,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,38.6020508,5605.60986,,F,,1,0,0,5,1,0,0,-7.13530254,-1845.48877,1172.53711,0.892334104,-0.451337278,0.00217464822,0.00545769138
387,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,38.7021484,5605.70996,,,F,1,0,0,5,1,0,0,-7.59694052,-1829.53125,1196.06702,0.874027967,-0.485839605,0.00207703328,0.00554009667
388,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,38.8022461,5605.81006,,,,1,0,0,5,1,0,0,-8.06952,-1813.04675,1218.76721,0.874058008,-0.485787928,0.00209537847,0.00531790173
389,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,38.9018555,5605.90967,,,,1,0,0,5,1,0,0,-8.55272102,-1796.03955,1240.63916,0.874017298,-0.485861033,0.00218544411,0.00529833557
390,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,39.0019531,5606.00977,F,F,,1,0,0,5,1,0,0,-9.04545021,-1778.56592,1261.75525,0.827395082,-0.561591268,0.00180333888,0.00541265681
391,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,39.1020508,5606.10986,,,F,1,0,0,5,1,0,0,-9.54676056,-1760.78345,1282.10266,0.789292395,-0.613991201,0.00156939379,0.00547770225
392,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,39.2021484,5606.20996,,,,1,0,0,5,1,0,0,-10.0579729,-1742.74048,1301.5011,0.789250135,-0.614045501,0.00169985695,0.00543261925
393,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,39.3022461,5606.31006,,,,1,0,0,5,1,0,0,-10.5790339,-1724.4447,1319.95581,0.789191604,-0.614121079,0.00177312503,0.00538290432
394,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,39.4018555,5606.40967,,,,1,0,0,5,1,0,0,-11.1099081,-1705.89697,1337.46692,0.78908813,-0.614254594,0.0018618661,0.00527736405
395,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,39.5019531,5606.50977,,,,1,0,0,5,1,0,0,-11.6506214,-1687.09729,1354.03333,0.78919524,-0.614116907,0.00198873645,0.00523768971
396,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,39.6020508,5606.60986,,,,1,0,0,5,1,0,0,-12.2012863,-1668.04614,1369.65417,0.789115846,-0.614217758,0.0022064459,0.00527268928
397,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,39.7021484,5606.70996,,,,1,0,0,5,1,0,0,-12.762187,-1648.74353,1384.32922,0.789187789,-0.614124,0.00239342451,0.0053521418
398,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,39.8022461,5606.81006,,,,1,0,0,5,1,0,0,-13.3335714,-1629.19006,1398.05896,0.789191365,-0.614118814,0.00254073134,0.00535860099
399,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,39.9018555,5606.90967,,,,1,0,0,5,1,0,0,-13.9155941,-1609.38574,1410.84265,0.789230287,-0.614068985,0.00263055717,0.00528211379
400,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,40.0019531,5607.00977,,,,1,0,0,5,1,0,0,-14.5082922,-1589.33093,1422.68054,0.789264798,-0.614024222,0.00275400095,0.00526576629
401,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,40.1020508,5607.10986,,,,1,0,0,5,1,0,0,-15.1117249,-1569.02588,1433.57288,0.789355278,-0.613909304,0.0027355419,0.00511808135
402,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,40.2021484,5607.20996,,,,1,0,0,5,1,0,0,-15.7257166,-1548.47058,1443.51917,0.789430261,-0.613814175,0.00274408632,0.00495225238
403,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,40.3022461,5607.31006,,,,1,0,0,5,1,0,0,-16.3500099,-1527.66504,1452.51929,0.789420545,-0.613827765,0.00273636729,0.0048249769
404,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,40.4018555,5607.40967,,,,1,0,0,5,1,0,0,-16.9843788,-1506.6095,1460.57288,0.789500415,-0.613727093,0.00271643442,0.00456736004
405,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,40.5019531,5607.50977,,,,1,0,0,5,1,0,0,-17.6284561,-1485.30371,1467.67896,0.789604783,-0.6135934,0.00274583534,0.00445346441
406,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,40.6020508,5607.60986,,,,1,0,0,5,1,0,0,-18.2820129,-1463.74768,1473.8374,0.789728284,-0.613435626,0.00272379001,0.00432177307
407,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,40.7021484,5607.70996,,,,1,0,0,5,1,0,0,-18.9448261,-1441.94128,1479.04846,0.789858937,-0.613268077,0.00277105719,0.00417297054
408,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,40.8022461,5607.81006,,,,1,0,0,5,1,0,0,-19.6166706,-1419.88477,1483.31238,0.789996624,-0.61309135,0.00276263966,0.00408734288
409,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,40.9018555,5607.90967,,,,1,0,0,5,1,0,0,-20.2974548,-1397.57776,1486.62915,0.789955795,-0.6131441,0.00283528306,0.00401326595
410,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,41.0019531,5608.00977,,,,1,0,0,5,1,0,0,-20.9871731,-1375.02026,1488.99731,0.789983034,-0.613107681,0.00301201409,0.00410094857
411,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,41.1020508,5608.10986,,,,1,0,0,5,1,0,0,-21.6860619,-1352.2124,1490.41675,0.789952576,-0.613146305,0.00309710135,0.00412442908
412,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,41.2021484,5608.20996,,,,1,0,0,5,1,0,0,-22.3941994,-1329.15466,1490.88745,0.789971173,-0.61312288,0.00308130751,0.00406300789
413,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,41.3022461,5608.31006,,,,1,0,0,5,1,0,0,-23.1114559,-1305.84717,1490.4082,0.790003896,-0.613080978,0.00318880775,0.0039374535
414,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,41.4018555,5608.40967,,,,1,0,0,5,1,0,0,-23.8378716,-1282.29004,1488.97876,0.790010393,-0.613071203,0.00334502803,0.00402351934
415,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,41.5019531,5608.50977,,,,1,0,0,5,1,0,0,-24.5736103,-1258.48328,1486.59851,0.790086746,-0.612973571,0.00335864979,0.00387912709
416,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,41.6020508,5608.60986,,,,1,0,0,5,1,0,0,-25.3184414,-1234.42737,1483.26843,0.790188968,-0.612841487,0.00342748268,0.00387874921
417,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,41.7021484,5608.70996,,,,1,0,0,5,1,0,0,-26.0724049,-1210.12207,1478.98743,0.790138006,-0.612906218,0.00361651578,0.00386770675
418,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,41.8022461,5608.81006,,,,1,0,0,5,1,0,0,-26.8357296,-1185.56738,1473.75439,0.79017818,-0.612853646,0.00373276439,0.00387289771
419,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,41.9018555,5608.90967,,,,1,0,0,5,1,0,0,-27.6084538,-1160.76306,1467.56726,0.790175736,-0.612857342,0.0037240677,0.0037784325
420,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,42.0019531,5609.00977,,,,1,0,0,5,1,0,0,-28.3905697,-1135.70959,1460.42603,0.790232837,-0.612783968,0.00381000806,0.00366854994
421,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,42.1020508,5609.10986,,,,1,0,0,5,1,0,0,-29.1818924,-1110.40723,1452.33118,0.790258706,-0.612750411,0.00386351114,0.00364745827
422,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,42.2021484,5609.20996,,,,1,0,0,5,1,0,0,-29.9823914,-1084.85583,1443.28027,0.790234923,-0.612780273,0.00398383196,0.00365051348
423,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,42.3022461,5609.31006,,,,1,0,0,5,1,0,0,-30.7922268,-1059.05591,1433.27332,0.790226281,-0.612790406,0.004130024,0.00365005573
424,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,42.4018555,5609.40967,,,,1,0,0,5,1,0,0,-31.611515,-1033.00769,1422.30981,0.790293694,-0.612701654,0.00431559002,0.00372518878
425,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,42.5019531,5609.50977,,,,1,0,0,5,1,0,0,-32.4403801,-1006.71124,1410.38904,0.790390611,-0.612576663,0.00437222235,0.00365068787
426,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,42.6020508,5609.60986,,,,1,0,0,5,1,0,0,-33.2788162,-980.166199,1397.5083,0.79037571,-0.612596035,0.0044342163,0.00358013529
427,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,42.7021484,5609.70996,,,,1,0,0,5,1,0,0,-34.1267204,-953.372742,1383.66589,0.79039824,-0.612568617,0.00436061202,0.00337354047
428,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,42.8022461,5609.81006,,,,1,0,0,5,1,0,0,-34.9838028,-926.331116,1368.8606,0.790430248,-0.612527192,0.00443802588,0.00330083887
429,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,42.9018555,5609.90967,,,,1,0,0,5,1,0,0,-35.8498726,-899.041565,1353.09033,0.790430605,-0.612526655,0.00448539713,0.00324875489
430,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,43.0019531,5610.00977,,,,1,0,0,5,1,0,0,-36.7248383,-871.504333,1336.354,0.790422916,-0.612535655,0.00458509987,0.00326003577
431,0,23658da8-233b-4b62-9d1d-336fb653ecb5,StartingBlock,43.1020508,5610.10986,,,,1,0,0,5,1,0,0,-37.6087112,-843.720032,1318.65027,0.790466607,-0.612478912,0.00465688854,0.00323379412
