# tracker_enabled,true
# target_guids,78a5b761-49c0-49b0-ba39-0c23a1ea12f7
# sample_rate_hz,10
# sample_interval_seconds,0.100000001
# machine_integrity_source,Sum(Modding.Blocks.Block.Health) / Sum(Modding.Blocks.Block.MaxHealth) over PlayerMachine.SimulationBlocks
# machine_health_sum_source,Sum(Modding.Blocks.Block.Health) over PlayerMachine.SimulationBlocks
# input_keys_held_source,UnityEngine.Input.GetKey over keyboard KeyCode values at sample time
# input_keys_down_source,UnityEngine.Input.GetKeyDown over keyboard KeyCode values since previous sample
# input_keys_up_source,UnityEngine.Input.GetKeyUp over keyboard KeyCode values since previous sample
# output_basename,MinimumCostOrbitalOpposedPair_260910_000944
sample_index,target_index,target_guid,target_name,elapsed_seconds,unity_time_seconds,input_keys_held,input_keys_down,input_keys_up,machine_integrity,machine_block_health_sum,machine_block_max_health_sum,machine_block_count,machine_cluster_count,target_block_health,target_block_max_health,x,y,z,rot_w,rot_x,rot_y,rot_z
109,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,10.904541,3615.44995,Q,Q,,1,0,0,3,1,0,0,422.293213,-1310.18408,1.12456024,-0.910571933,-0.00105600746,-0.000195701083,-0.413349241
110,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,11.0043945,3615.5498,,,Q,1,0,0,3,1,0,0,400.575073,-1321.31067,1.16305721,-0.953515291,-0.00105961878,-0.000294983183,-0.301342845
111,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,11.1044922,3615.6499,,,,1,0,0,3,1,0,0,378.473297,-1331.6781,1.20280516,-0.954384208,-0.00109153986,-0.000267445226,-0.298579156
112,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,11.2045898,3615.75,,,,1,0,0,3,1,0,0,355.986908,-1341.25159,1.24389744,-0.954387784,-0.00112432672,-0.000236913431,-0.298567861
113,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,11.3044434,3615.84985,,,,1,0,0,3,1,0,0,333.122131,-1350.0332,1.28635156,-0.954403937,-0.00115721789,-0.000206631186,-0.298516035
114,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,11.404541,3615.94995,,,,1,0,0,3,1,0,0,309.884888,-1358.02405,1.33018601,-0.954428732,-0.00119026634,-0.00017646802,-0.298436612
115,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,11.5043945,3616.0498,,,,1,0,0,3,1,0,0,286.281311,-1365.2262,1.37541878,-0.954425275,-0.00122334249,-0.000146506398,-0.29844752
116,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,11.6044922,3616.1499,,,,1,0,0,3,1,0,0,262.31781,-1371.64124,1.42206621,-0.954423249,-0.00125648244,-0.000116720716,-0.298453867
117,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,11.7045898,3616.25,,,,1,0,0,3,1,0,0,238.000778,-1377.27124,1.47014534,-0.954410613,-0.00128959992,-8.73044555E-05,-0.298494071
118,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,11.8044434,3616.34985,,,,1,0,0,3,1,0,0,213.336929,-1382.11865,1.5196712,-0.954430044,-0.00132289738,-5.79576881E-05,-0.298431993
119,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,11.904541,3616.44995,,,,1,0,0,3,1,0,0,188.333145,-1386.18506,1.57065904,-0.954428494,-0.0013562789,-2.88127194E-05,-0.298436552
120,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,12.0043945,3616.5498,,,,1,0,0,3,1,0,0,162.996124,-1389.47266,1.62312412,-0.954423487,-0.00138982304,4.97170731E-08,-0.298452646
121,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,12.1044922,3616.6499,,,,1,0,0,3,1,0,0,137.332855,-1391.98364,1.67708135,-0.954428136,-0.00142353564,2.87686416E-05,-0.298437446
122,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,12.2045898,3616.75,,,,1,0,0,3,1,0,0,111.350502,-1393.72107,1.73254478,-0.954384267,-0.00145720271,5.70372758E-05,-0.298577636
123,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,12.3044434,3616.84985,,Q,,1,0,0,3,1,0,0,85.0702591,-1394.70715,1.78946042,-0.960507274,-0.00149250811,5.40289184E-05,-0.278251171
124,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,12.404541,3616.94995,,,Q,1,0,0,3,1,0,0,58.5816917,-1395.00342,1.84761441,-0.968398154,-0.00152666448,4.0628147E-05,-0.249404758
125,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,12.5043945,3617.0498,,,,1,0,0,3,1,0,0,31.8572903,-1394.48669,1.90740943,-0.968387365,-0.00155978836,7.22517943E-05,-0.249446362
126,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,12.6044922,3617.1499,,,,1,0,0,3,1,0,0,4.90932369,-1393.16699,1.96888626,-0.968408048,-0.00159314321,0.000103881925,-0.249366045
127,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,12.7045898,3617.25,,,,1,0,0,3,1,0,0,-22.2548561,-1391.04834,2.03230715,-0.968397498,-0.00162652659,0.000135093476,-0.249406531
128,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,12.8044434,3617.34985,Q,Q,,1,0,0,3,1,0,0,-49.6100464,-1388.16931,2.09741306,-0.976064384,-0.0016643058,0.000111685411,-0.217475399
129,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,12.904541,3617.44995,,,Q,1,0,0,3,1,0,0,-76.969696,-1384.78284,2.16314983,-0.997546673,-0.00169528613,-0.000100781705,-0.0699845254
130,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,13.0043945,3617.5498,,,,1,0,0,3,1,0,0,-104.262497,-1380.60327,2.2304635,-0.998234808,-0.00172154466,-7.46974692E-05,-0.0593662262
131,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,13.1044922,3617.6499,,,,1,0,0,3,1,0,0,-131.46785,-1375.54785,2.29965258,-0.998232424,-0.00174908061,-3.0975687E-05,-0.0594061427
132,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,13.2045898,3617.75,,,,1,0,0,3,1,0,0,-158.580307,-1369.625,2.37071967,-0.99823451,-0.00177677965,1.26834057E-05,-0.0593704619
133,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,13.3044434,3617.84985,,,,1,0,0,3,1,0,0,-185.595123,-1362.84082,2.44367695,-0.998232961,-0.00180453691,5.61543784E-05,-0.0593946911
134,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,13.404541,3617.94995,E,E,,1,0,0,3,1,0,0,-212.507614,-1355.20105,2.51853704,-0.998231232,-0.00183241675,9.93871945E-05,-0.0594229065
135,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,13.5043945,3618.0498,,,,1,0,0,3,1,0,0,-239.296021,-1346.94165,2.59446645,-0.982728601,-0.00183188904,0.00037126118,-0.185043335
136,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,13.6044922,3618.1499,,,E,1,0,0,3,1,0,0,-266.095612,-1338.07837,2.67143536,-0.972810209,-0.00184499973,0.000489139813,-0.231596127
137,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,13.7045898,3618.25,,,,1,0,0,3,1,0,0,-293.037231,-1328.44263,2.7501018,-0.972795367,-0.00187856704,0.0005195142,-0.231658086
138,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,13.8044434,3618.34985,,,,1,0,0,3,1,0,0,-320.113495,-1318.05164,2.8304441,-0.972806931,-0.00191234553,0.000549358432,-0.231609136
139,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,13.904541,3618.44995,Q,Q,,1,0,0,3,1,0,0,-347.291168,-1306.96667,2.91226816,-0.982447147,-0.00197015353,0.000489223108,-0.186530203
140,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,14.0043945,3618.5498,Q,,,1,0,0,3,1,0,0,-374.386505,-1295.46692,2.99452734,-0.999875367,-0.00205783034,0.000180594361,-0.0156551432
141,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,14.1044922,3618.6499,Q,,,1,0,0,3,1,0,0,-401.269348,-1283.58728,3.07714415,-0.984724939,-0.00208068686,-0.000164187542,0.174105033
142,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,14.2045898,3618.75,,,Q,1,0,0,3,1,0,0,-427.806122,-1271.33972,3.16014767,-0.939486325,-0.00203417405,-0.000463242963,0.34258008
143,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,14.3044434,3618.84985,,,,1,0,0,3,1,0,0,-453.687927,-1258.51624,3.24458981,-0.935472429,-0.00203134259,-0.000421997975,0.353393704
144,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,14.404541,3618.94995,,,,1,0,0,3,1,0,0,-478.841248,-1245.07776,3.33072305,-0.935480773,-0.00203372142,-0.00035698415,0.35337165
145,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,14.5043945,3619.0498,,,,1,0,0,3,1,0,0,-503.270874,-1231.0321,3.41856933,-0.935522377,-0.00203644973,-0.000292589655,0.35326153
146,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,14.6044922,3619.1499,,,,1,0,0,3,1,0,0,-526.97998,-1216.38464,3.50816107,-0.935528457,-0.00203934638,-0.0002282942,0.353245556
147,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,14.7045898,3619.25,,,,1,0,0,3,1,0,0,-549.972107,-1201.14099,3.59952998,-0.935560465,-0.00204264047,-0.00016424265,0.353160679
148,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,14.8044434,3619.34985,,,,1,0,0,3,1,0,0,-572.250854,-1185.30652,3.69270825,-0.935582161,-0.00204586564,-9.98687756E-05,0.353103161
149,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,14.904541,3619.44995,,,,1,0,0,3,1,0,0,-593.819885,-1168.88647,3.78772783,-0.935634971,-0.002049495,-3.59966434E-05,0.352963179
150,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,15.0043945,3619.5498,Q,Q,,1,0,0,3,1,0,0,-614.690796,-1151.89502,3.88457489,-0.931567192,-0.00205316977,4.69419774E-06,0.363563538
151,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,15.1044922,3619.6499,Q,,,1,0,0,3,1,0,0,-635.045654,-1134.56885,3.98212671,-0.866202354,-0.00203308114,-0.000238333872,0.499689281
152,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,15.2045898,3619.75,,,Q,1,0,0,3,1,0,0,-654.784058,-1117.02368,4.08015251,-0.819568515,-0.00199066871,-0.000343337771,0.572977781
153,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,15.3044434,3619.84985,,,,1,0,0,3,1,0,0,-673.607666,-1099.2146,4.1793623,-0.819677472,-0.00197337288,-0.000272639038,0.572821975
154,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,15.404541,3619.94995,,,,1,0,0,3,1,0,0,-691.525879,-1081.1532,4.27975607,-0.819599032,-0.00195591641,-0.000202013383,0.572934151
155,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,15.5043945,3620.0498,Q,Q,,1,0,0,3,1,0,0,-708.651245,-1062.88513,4.38101625,-0.773512423,-0.00191955944,-0.000278846535,0.633778155
156,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,15.6044922,3620.1499,,,Q,1,0,0,3,1,0,0,-725.174561,-1044.56653,4.48229885,-0.695387483,-0.00184597669,-0.000425723934,0.718632579
157,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,15.7045898,3620.25,,,,1,0,0,3,1,0,0,-740.771667,-1026.2821,4.58403206,-0.694371104,-0.00180952367,-0.000357080949,0.719614804
158,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,15.8044434,3620.34985,,,,1,0,0,3,1,0,0,-755.433411,-1008.04584,4.6862464,-0.694405019,-0.0017746957,-0.000286556053,0.71958214
159,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,15.904541,3620.44995,Q,Q,,1,0,0,3,1,0,0,-769.187805,-989.858398,4.78893566,-0.67914921,-0.00173409551,-0.000252474943,0.733998239
160,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,16.0043945,3620.5498,,,Q,1,0,0,3,1,0,0,-782.332825,-971.740234,4.89143991,-0.568037987,-0.00164117035,-0.000424399128,0.82300061
161,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,16.1044922,3620.6499,,,,1,0,0,3,1,0,0,-794.678406,-953.879639,4.99373388,-0.559374034,-0.00158451172,-0.000374335388,0.828913808
162,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,16.2045898,3620.75,,,,1,0,0,3,1,0,0,-806.159302,-936.332214,5.09587049,-0.559407592,-0.00153250794,-0.000307201466,0.828891277
163,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,16.3044434,3620.84985,,,,1,0,0,3,1,0,0,-816.780457,-919.098145,5.19789219,-0.559412181,-0.00148037251,-0.000239730449,0.828888297
164,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,16.404541,3620.94995,,,,1,0,0,3,1,0,0,-826.545776,-902.17749,5.29984188,-0.559456348,-0.00142879027,-0.000172336819,0.828858614
165,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,16.5043945,3621.0498,,,,1,0,0,3,1,0,0,-835.459167,-885.570496,5.40176344,-0.559499502,-0.0013774758,-0.000104903665,0.828829587
166,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,16.6044922,3621.1499,,,,1,0,0,3,1,0,0,-843.524292,-869.277161,5.5036993,-0.559507489,-0.00132642023,-3.75219861E-05,0.828824222
167,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,16.7045898,3621.25,E,E,,1,0,0,3,1,0,0,-850.881409,-853.23761,5.60548258,-0.633568406,-0.00127253158,0.000149859072,0.773685634
168,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,16.8044434,3621.34985,E,,,1,0,0,3,1,0,0,-857.775146,-837.289612,5.7068572,-0.763428152,-0.00118615304,0.000444247038,0.645891488
169,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,16.904541,3621.44995,,,E,1,0,0,3,1,0,0,-864.213379,-821.312012,5.80798626,-0.869254172,-0.00106514094,0.000719942094,0.494363755
170,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,17.0043945,3621.5498,,,,1,0,0,3,1,0,0,-869.960327,-805.037659,5.90975142,-0.878768086,-0.00104746735,0.000803834177,0.477247328
171,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,17.1044922,3621.6499,,,,1,0,0,3,1,0,0,-874.935913,-788.374939,6.01248217,-0.878723443,-0.00104486081,0.000866866088,0.477329373
172,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,17.2045898,3621.75,,,,1,0,0,3,1,0,0,-879.14624,-771.328491,6.1162014,-0.878711462,-0.00104213925,0.000930537761,0.477351427
173,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,17.3044434,3621.84985,,,,1,0,0,3,1,0,0,-882.593872,-753.901489,6.22093868,-0.878673136,-0.00103984762,0.00099368766,0.477421671
174,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,17.404541,3621.94995,,,,1,0,0,3,1,0,0,-885.281067,-736.097412,6.32672405,-0.878675103,-0.00103775319,0.001056863,0.477418005
175,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,17.5043945,3622.0498,,,,1,0,0,3,1,0,0,-887.2099,-717.919556,6.43358326,-0.878652394,-0.00103605364,0.00111995265,0.47745958
176,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,17.6044922,3622.1499,,,,1,0,0,3,1,0,0,-888.382385,-699.371582,6.5415411,-0.878660619,-0.00103471638,0.00118277909,0.477444321
177,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,17.7045898,3622.25,,,,1,0,0,3,1,0,0,-888.800598,-680.457336,6.65062094,-0.878646076,-0.00103349611,0.00124574744,0.477470964
178,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,17.8044434,3622.34985,,,,1,0,0,3,1,0,0,-888.466553,-661.180847,6.76084185,-0.878647625,-0.00103250006,0.00130876701,0.477468014
179,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,17.904541,3622.44995,,,,1,0,0,3,1,0,0,-887.382324,-641.546448,6.87222338,-0.878653765,-0.00103168911,0.00137156516,0.47745651
180,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,18.0043945,3622.5498,Q,Q,,1,0,0,3,1,0,0,-885.569397,-621.571289,6.98470783,-0.868465126,-0.00106071157,0.00141221134,0.495747209
181,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,18.1044922,3622.6499,,,Q,1,0,0,3,1,0,0,-883.259583,-601.444153,7.09742212,-0.789251685,-0.00124613452,0.00131297938,0.614067256
182,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,18.2045898,3622.75,,,,1,0,0,3,1,0,0,-880.18866,-581.211548,7.21130323,-0.782815158,-0.00124333682,0.00136796362,0.62225157
183,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,18.3044434,3622.84985,,,,1,0,0,3,1,0,0,-876.270752,-560.883179,7.32667494,-0.782843292,-0.00122707989,0.00143567671,0.622215986
184,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,18.404541,3622.94995,,,,1,0,0,3,1,0,0,-871.509094,-540.46344,7.44354248,-0.782889962,-0.00121121528,0.00150306546,0.622157156
185,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,18.5043945,3623.0498,,,,1,0,0,3,1,0,0,-865.906433,-519.957092,7.56191111,-0.782884061,-0.00119572633,0.00157022569,0.622164488
186,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,18.6044922,3623.1499,,,,1,0,0,3,1,0,0,-859.466187,-499.368774,7.68178082,-0.782927334,-0.00118012843,0.00163772143,0.622110009
187,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,18.7045898,3623.25,Q,Q,,1,0,0,3,1,0,0,-852.250854,-478.718262,7.8029108,-0.753378868,-0.00124092959,0.00164931966,0.657583535
188,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,18.8044434,3623.34985,,,Q,1,0,0,3,1,0,0,-844.490173,-458.123383,7.9243989,-0.677823067,-0.00138808973,0.00157488207,0.735222101
189,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,18.904541,3623.44995,,,,1,0,0,3,1,0,0,-835.899109,-437.686523,8.04746056,-0.677115977,-0.00135898008,0.00164236012,0.735873342
190,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,19.0043945,3623.5498,,,,1,0,0,3,1,0,0,-826.46582,-417.424713,8.17215729,-0.677093029,-0.00132834422,0.00171122991,0.735894263
191,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,19.1044922,3623.6499,,,,1,0,0,3,1,0,0,-816.19397,-397.342773,8.29847622,-0.677116275,-0.00129825226,0.00177933299,0.735872746
192,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,19.2045898,3623.75,,,,1,0,0,3,1,0,0,-805.087585,-377.445709,8.42639923,-0.677157223,-0.00126814179,0.00184752385,0.735834956
193,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,19.3044434,3623.84985,,,,1,0,0,3,1,0,0,-793.151123,-357.738647,8.5559082,-0.677165627,-0.00123823539,0.00191546313,0.735827148
194,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,19.404541,3623.94995,Q,Q,,1,0,0,3,1,0,0,-780.389648,-338.227081,8.68697739,-0.677150369,-0.00120886823,0.00198260136,0.735841036
195,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,19.5043945,3624.0498,,,Q,1,0,0,3,1,0,0,-767.038269,-318.907593,8.8185339,-0.578764617,-0.00141939474,0.00188338873,0.815491259
196,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,19.6044922,3624.1499,,,,1,0,0,3,1,0,0,-753.05896,-299.93158,8.95093727,-0.555074811,-0.00142856908,0.00190700963,0.831797063
197,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,19.7045898,3624.25,,,,1,0,0,3,1,0,0,-738.320557,-281.399689,9.08489799,-0.555149496,-0.00138310855,0.00197190256,0.831747174
198,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,19.8044434,3624.34985,,,,1,0,0,3,1,0,0,-722.833801,-263.315857,9.22035217,-0.555121541,-0.00133741333,0.00203691213,0.831765711
199,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,19.904541,3624.44995,,,,1,0,0,3,1,0,0,-706.60498,-245.684998,9.35725212,-0.555104911,-0.00129179668,0.00210180576,0.831776738
200,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,20.0043945,3624.5498,,,,1,0,0,3,1,0,0,-689.640686,-228.512146,9.49554443,-0.555103242,-0.00124732871,0.00216637133,0.831777692
201,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,20.1044922,3624.6499,,,,1,0,0,3,1,0,0,-671.947937,-211.802475,9.63517475,-0.555095494,-0.00120273395,0.00223123911,0.831782758
202,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,20.2045898,3624.75,,,,1,0,0,3,1,0,0,-653.534424,-195.561203,9.77607918,-0.555095077,-0.00115854584,0.00229590782,0.831782997
203,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,20.3044434,3624.84985,,,,1,0,0,3,1,0,0,-634.408203,-179.79364,9.91819,-0.55508244,-0.00111528544,0.00236005033,0.831791282
204,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,20.404541,3624.94995,,,,1,0,0,3,1,0,0,-614.577881,-164.505264,10.0614319,-0.555094838,-0.00107206008,0.00242466503,0.831782877
205,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,20.5043945,3625.0498,,,,1,0,0,3,1,0,0,-594.052368,-149.701584,10.2057266,-0.555089414,-0.00102950807,0.00248913513,0.831786335
206,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,20.6044922,3625.1499,E,E,,1,0,0,3,1,0,0,-572.852478,-135.383499,10.3509235,-0.564487815,-0.00095826562,0.00256516668,0.825436831
207,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,20.7045898,3625.25,E,,,1,0,0,3,1,0,0,-551.250122,-121.427528,10.4953518,-0.682276547,-0.000522531685,0.00274227303,0.731088936
208,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,20.8044434,3625.34985,E,,,1,0,0,3,1,0,0,-529.360291,-107.700821,10.6379862,-0.807219982,2.19714948E-05,0.00285260403,0.590243816
209,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,20.904541,3625.44995,,,E,1,0,0,3,1,0,0,-507.209503,-94.08992,10.7782412,-0.905111194,0.000569432799,0.00285059167,0.425165087
210,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,21.0043945,3625.5498,,,,1,0,0,3,1,0,0,-484.644775,-80.3139267,10.9157982,-0.918366969,0.000650328118,0.00288031786,0.395718783
211,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,21.1044922,3625.6499,,,,1,0,0,3,1,0,0,-461.583801,-66.239769,11.05054,-0.918343604,0.000638100726,0.00292923697,0.395772636
212,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,21.2045898,3625.75,,E,E,1,0,0,3,1,0,0,-438.154785,-51.980793,11.1822109,-0.950916469,0.000894130266,0.00290600467,0.309432805
213,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,21.3044434,3625.84985,,,,1,0,0,3,1,0,0,-414.449646,-37.4768791,11.3101425,-0.958861411,0.000951790367,0.00292220223,0.28385818
214,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,21.404541,3625.94995,,,,1,0,0,3,1,0,0,-390.419708,-22.5856724,11.4340897,-0.958879173,0.000931552786,0.00296304421,0.283797592
215,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,21.5043945,3626.0498,,,,1,0,0,3,1,0,0,-366.078156,-7.3198967,11.5540686,-0.958879888,0.000911010837,0.00300355768,0.28379488
216,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,21.6044922,3626.1499,,,,1,0,0,3,1,0,0,-341.433838,8.31307411,11.670126,-0.958884239,0.000890328025,0.00304355868,0.283779979
217,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,21.7045898,3626.25,Q,Q,,1,0,0,3,1,0,0,-316.501587,24.297205,11.7823296,-0.955602527,0.000834916136,0.00309465313,0.294641495
218,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,21.8044434,3626.34985,,,,1,0,0,3,1,0,0,-291.431854,40.3736916,11.8908596,-0.900368273,0.000340581726,0.00322905951,0.435116619
219,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,21.904541,3626.44995,,,Q,1,0,0,3,1,0,0,-266.052155,56.5063438,11.9969149,-0.87808007,0.000175220208,0.00329375942,0.478502452
220,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,22.0043945,3626.5498,Q,Q,,1,0,0,3,1,0,0,-240.195618,72.7549438,12.1013594,-0.861922979,5.98924053E-05,0.00335034798,0.507028162
221,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,22.1044922,3626.6499,Q,,,1,0,0,3,1,0,0,-214.129517,88.9142456,12.2035513,-0.765946388,-0.000498228415,0.0033704876,0.64289546
222,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,22.2045898,3626.75,Q,,,1,0,0,3,1,0,0,-187.892761,104.850784,12.3038998,-0.630717039,-0.00111269101,0.00327745383,0.776005268
223,0,78a5b761-49c0-49b0-ba39-0c23a1ea12f7,StartingBlock,22.3044434,3626.84985,Q,,,1,0,0,3,1,0,0,-161.492126,120.448593,12.4029474,-0.470724404,-0.00168674707,0.00306796469,0.882273376
